Lake,MD-MVM Id,EU id,Stationskoordinat N/X,Stationskoordinat E/Y,Provplatskoordinat N/X,Provplatskoordinat E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD C2,MS_CD C3,ProvId,Date,Year,Month,Day,min_depth,max_depth,Undersökningstyp,Provkommentar,Al,Al_ICP,Al_NA,Al_NAD,Al_s
Gosjön,133,SE677506-156174,6774007,605132,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Gävleborgs län,Söderhamn,WA20127072,WA20127072,28642,2001-02-13,2001,2,13,0.50,0.50,NA,NA,NA,NA,NA,NA,215.00
Gosjön,133,SE677506-156174,6774007,605132,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Gävleborgs län,Söderhamn,WA20127072,WA20127072,28643,2001-05-09,2001,5,9,0.50,0.50,NA,NA,NA,NA,NA,NA,205.00
Gosjön,133,SE677506-156174,6774007,605132,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Gävleborgs län,Söderhamn,WA20127072,WA20127072,28644,2001-08-15,2001,8,15,0.10,0.10,NA,NA,NA,NA,NA,NA,165.00
Gosjön,133,SE677506-156174,6774007,605132,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Gävleborgs län,Söderhamn,WA20127072,WA20127072,28645,2001-10-11,2001,10,11,0.50,0.50,NA,NA,NA,NA,NA,NA,145.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38498,1993-03-01,1993,3,1,2.00,2.00,NA,NA,NA,NA,NA,NA,130.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38500,1993-08-17,1993,8,17,2.00,2.00,NA,NA,NA,NA,NA,NA,210.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38502,1994-02-28,1994,2,28,2.00,2.00,NA,NA,NA,NA,NA,NA,120.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38504,1994-08-08,1994,8,8,2.00,2.00,NA,NA,NA,NA,NA,NA,70.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38506,1995-02-21,1995,2,21,2.00,2.00,NA,NA,NA,NA,NA,NA,105.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38508,1995-08-08,1995,8,8,2.00,2.00,NA,NA,NA,NA,NA,NA,80.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38510,1996-02-27,1996,2,27,2.00,2.00,NA,NA,NA,NA,NA,NA,65.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38512,1996-08-28,1996,8,28,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38514,1997-02-19,1997,2,19,2.00,2.00,NA,NA,NA,NA,NA,NA,150.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38516,1997-08-11,1997,8,11,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38518,1998-02-17,1998,2,17,0.50,0.50,NA,NA,NA,NA,NA,NA,70.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38519,1998-05-12,1998,5,12,0.50,0.50,NA,NA,NA,NA,NA,NA,235.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38520,1998-08-11,1998,8,11,0.50,0.50,NA,NA,NA,NA,NA,NA,150.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38521,1998-10-20,1998,10,20,0.50,0.50,NA,NA,NA,NA,NA,NA,130.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38522,1999-02-11,1999,2,11,2.00,2.00,NA,NA,NA,NA,NA,NA,120.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38523,1999-05-20,1999,5,20,0.50,0.50,NA,NA,NA,NA,NA,NA,125.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,38525,1999-10-20,1999,10,20,2.00,2.00,NA,NA,NA,NA,NA,NA,85.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28684,2000-02-24,2000,2,24,0.50,0.50,NA,NA,NA,NA,NA,NA,60.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28685,2000-05-21,2000,5,21,0.50,0.50,NA,NA,NA,NA,NA,NA,125.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28686,2000-08-16,2000,8,16,0.50,0.50,NA,NA,NA,NA,NA,NA,140.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28687,2000-10-18,2000,10,18,0.50,0.50,NA,NA,NA,NA,NA,NA,120.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28688,2001-02-15,2001,2,15,0.50,0.50,NA,NA,NA,NA,NA,NA,160.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28689,2001-05-17,2001,5,17,0.50,0.50,NA,NA,NA,NA,NA,NA,180.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28690,2001-08-16,2001,8,16,0.50,0.50,NA,NA,NA,NA,NA,NA,45.00
V. Rännöbodsjön,134,SE691365-156127,6912536,602945,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Sundsvall,WA17667097,WA17667097,28691,2001-10-24,2001,10,24,0.50,0.50,NA,NA,NA,NA,NA,NA,175.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,38989,1995-08-29,1995,8,29,0.50,0.50,NA,NA,NA,NA,NA,NA,90.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,38992,1996-04-29,1996,4,29,2.00,2.00,NA,NA,NA,NA,NA,NA,70.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,38994,1996-08-07,1996,8,7,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,38996,1997-03-25,1997,3,25,0.50,0.50,NA,NA,NA,NA,NA,NA,125.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,38998,1997-08-13,1997,8,13,0.50,0.50,NA,NA,NA,NA,NA,NA,100.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39000,1998-03-16,1998,3,16,0.50,0.50,NA,NA,NA,NA,NA,NA,40.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39001,1998-06-25,1998,6,25,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39002,1998-08-20,1998,8,20,0.50,0.50,NA,NA,NA,NA,NA,NA,80.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39003,1998-10-12,1998,10,12,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39004,1999-04-01,1999,4,1,0.50,0.50,NA,NA,NA,NA,NA,NA,75.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39005,1999-06-08,1999,6,8,0.50,0.50,NA,NA,NA,NA,NA,NA,80.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39006,1999-09-02,1999,9,2,0.50,0.50,NA,NA,NA,NA,NA,NA,60.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,39007,1999-10-17,1999,10,17,0.50,0.50,NA,NA,NA,NA,NA,NA,55.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29025,2000-03-02,2000,3,2,0.50,0.50,NA,NA,NA,NA,NA,NA,40.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29026,2000-06-27,2000,6,27,0.50,0.50,NA,NA,NA,NA,NA,NA,70.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29027,2000-08-18,2000,8,18,0.50,0.50,NA,NA,NA,NA,NA,NA,70.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29028,2000-10-10,2000,10,10,0.50,0.50,NA,NA,NA,NA,NA,NA,65.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29029,2001-04-09,2001,4,9,0.50,0.50,NA,NA,NA,NA,NA,NA,70.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29030,2001-06-20,2001,6,20,0.50,0.50,NA,NA,NA,NA,NA,NA,75.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29031,2001-08-23,2001,8,23,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Dunnervattnet,139,SE713131-144608,7128648,485073,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Jämtlands län,Krokom,WA64322958,WA64322958,29032,2001-10-25,2001,10,25,0.50,0.50,NA,NA,NA,NA,NA,NA,100.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39008,1995-08-24,1995,8,24,2.00,2.00,NA,NA,NA,NA,NA,NA,230.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39009,1996-02-21,1996,2,21,2.00,2.00,NA,NA,NA,NA,NA,NA,70.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39011,1996-08-07,1996,8,7,0.50,0.50,NA,NA,NA,NA,NA,NA,340.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39013,1997-02-17,1997,2,17,0.50,0.50,NA,NA,NA,NA,NA,NA,330.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39015,1997-08-12,1997,8,12,0.50,0.50,NA,NA,NA,NA,NA,NA,185.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39017,1998-02-17,1998,2,17,2.00,2.00,NA,NA,NA,NA,NA,NA,820.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39018,1998-04-27,1998,4,27,0.50,0.50,NA,NA,NA,NA,NA,NA,220.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39019,1998-08-11,1998,8,11,0.50,0.50,NA,NA,NA,NA,NA,NA,150.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39020,1998-10-12,1998,10,12,0.50,0.50,NA,NA,NA,NA,NA,NA,60.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39021,1999-02-03,1999,2,3,0.50,0.50,NA,NA,NA,NA,NA,NA,3800.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39022,1999-04-12,1999,4,12,0.50,0.50,NA,NA,NA,NA,NA,NA,990.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39023,1999-08-10,1999,8,10,0.50,0.50,NA,NA,NA,NA,NA,NA,180.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,39024,1999-10-07,1999,10,7,0.50,0.50,NA,NA,NA,NA,NA,NA,140.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29073,2000-02-16,2000,2,16,0.50,0.50,NA,NA,NA,NA,NA,NA,950.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29074,2000-04-16,2000,4,16,0.50,0.50,NA,NA,NA,NA,NA,NA,110.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29075,2000-08-15,2000,8,15,0.50,0.50,NA,NA,NA,NA,NA,NA,205.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29076,2000-10-26,2000,10,26,0.50,0.50,NA,NA,NA,NA,NA,NA,20.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29077,2001-02-20,2001,2,20,0.50,0.50,NA,NA,NA,NA,NA,NA,1290.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29078,2001-04-18,2001,4,18,0.50,0.50,NA,NA,NA,NA,NA,NA,355.00
Fysingen,140,SE660749-161885,6607195,664270,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Stockholms län,Sigtuna,WA17184339,WA17184339,29079,2001-08-14,2001,8,14,0.50,0.50,NA,NA,NA,NA,NA,NA,260.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39025,1995-08-15,1995,8,15,2.00,2.00,NA,NA,NA,NA,NA,NA,75.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39026,1996-02-21,1996,2,21,2.00,2.00,NA,NA,NA,NA,NA,NA,85.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39028,1996-08-07,1996,8,7,0.50,0.50,NA,NA,NA,NA,NA,NA,50.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39030,1997-02-17,1997,2,17,0.50,0.50,NA,NA,NA,NA,NA,NA,540.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39032,1997-08-11,1997,8,11,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39034,1998-02-17,1998,2,17,0.50,0.50,NA,NA,NA,NA,NA,NA,415.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39035,1998-04-20,1998,4,20,0.50,0.50,NA,NA,NA,NA,NA,NA,400.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39036,1998-08-10,1998,8,10,0.50,0.50,NA,NA,NA,NA,NA,NA,60.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39037,1998-10-21,1998,10,21,0.50,0.50,NA,NA,NA,NA,NA,NA,110.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39038,1999-02-16,1999,2,16,0.50,0.50,NA,NA,NA,NA,NA,NA,660.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39039,1999-04-12,1999,4,12,0.50,0.50,NA,NA,NA,NA,NA,NA,410.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39040,1999-08-12,1999,8,12,0.50,0.50,NA,NA,NA,NA,NA,NA,90.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,39041,1999-10-11,1999,10,11,0.50,0.50,NA,NA,NA,NA,NA,NA,110.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29119,2000-02-09,2000,2,9,0.50,0.50,NA,NA,NA,NA,NA,NA,360.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29120,2000-04-12,2000,4,12,0.50,0.50,NA,NA,NA,NA,NA,NA,215.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29121,2000-08-07,2000,8,7,0.50,0.50,NA,NA,NA,NA,NA,NA,105.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29122,2000-10-11,2000,10,11,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29123,2001-02-21,2001,2,21,0.50,0.50,NA,NA,NA,NA,NA,NA,680.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29124,2001-04-18,2001,4,18,0.50,0.50,NA,NA,NA,NA,NA,NA,640.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29125,2001-08-15,2001,8,15,0.50,0.50,NA,NA,NA,NA,NA,NA,70.00
Lillsjön,141,SE655380-155738,6552780,603472,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Flen,WA21110270,WA21110270,29126,2001-10-15,2001,10,15,0.50,0.50,NA,NA,NA,NA,NA,NA,195.00
Rundbosjön,142,SE652177-159038,6521160,636846,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Nyköping,WA44530315,WA44530315,39042,1995-08-16,1995,8,16,2.00,2.00,NA,NA,NA,NA,NA,NA,305.00
Rundbosjön,142,SE652177-159038,6521160,636846,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Nyköping,WA44530315,WA44530315,39043,1996-02-21,1996,2,21,2.00,2.00,NA,NA,NA,NA,NA,NA,185.00
Rundbosjön,142,SE652177-159038,6521160,636846,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Nyköping,WA44530315,WA44530315,39045,1996-08-06,1996,8,6,0.50,0.50,NA,NA,NA,NA,NA,NA,85.00
Rundbosjön,142,SE652177-159038,6521160,636846,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Södermanlands län,Nyköping,WA44530315,WA44530315,39047,1997-02-18,1997,2,18,0.50,0.50,NA,NA,NA,NA,NA,NA,840.00
