Lake,MD-MVM Id,EU id,Stationskoordinat N/X,Stationskoordinat E/Y,Provplatskoordinat N/X,Provplatskoordinat E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD C2,MS_CD C3,ProvId,Provdatum,Year,Month,Day,min_depth,max_depth,Undersökningstyp,Provkommentar,Al_filt,Al_ICPAES ,Al_ICPKJB,Al_NA,Al_NAD,Al_NI 
Spjutsjön,54,SE672467-148031,6722638,524356,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,22518,2010-03-11,2010,3,11,0.5,1.1,NA,NA,NA,79.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,22519,2010-05-26,2010,5,26,0.5,1.1,NA,NA,NA,77.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,22520,2010-08-10,2010,8,10,0.5,1.1,NA,NA,NA,47.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,22521,2010-10-19,2010,10,19,0.5,1.1,NA,NA,NA,55.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,22522,2011-02-21,2011,2,21,0.5,1.1,NA,NA,NA,58.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,22523,2011-05-19,2011,5,19,0.5,1.1,NA,NA,NA,62.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,6722638,524356,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,278807,2011-08-11,2011,8,11,0.5,1.1,NA,NA,NA,43.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,6722638,524356,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,278806,2011-10-19,2011,10,19,0.5,1.1,NA,NA,NA,52.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,6722638,524356,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,278432,2012-02-21,2012,2,21,0.5,1.1,NA,NA,NA,52.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,6722638,524356,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,278433,2012-05-16,2012,5,16,0.5,1.1,NA,NA,NA,55.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,6722638,524356,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,278434,2012-08-27,2012,8,27,0.5,1.1,NA,NA,NA,57.00,NA,NA,NA,NA
Spjutsjön,54,SE672467-148031,6722638,524356,6722638,524356,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Falun,WA42559716,WA42559716,278431,2012-10-23,2012,10,23,0.5,1.1,NA,NA,NA,60.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,22564,2010-03-09,2010,3,9,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,22565,2010-04-20,2010,4,20,0.5,1.1,NA,NA,NA,370.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,22566,2010-08-26,2010,8,26,0.5,1.1,NA,NA,NA,27.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,22567,2010-10-20,2010,10,20,0.5,1.1,NA,NA,NA,51.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,22568,2011-02-22,2011,2,22,0.5,1.1,NA,NA,NA,310.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,22569,2011-05-09,2011,5,9,0.5,1.1,NA,NA,NA,110.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,6633334,662893,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,278809,2011-08-22,2011,8,22,0.5,1.1,NA,NA,NA,39.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,6633334,662893,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,278808,2011-10-17,2011,10,17,0.5,1.1,NA,NA,NA,53.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,6633334,662893,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,278436,2012-02-08,2012,2,8,0.5,1.1,NA,NA,NA,390.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,6633334,662893,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,278437,2012-04-11,2012,4,11,0.5,1.1,NA,NA,NA,290.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,6633334,662893,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,278438,2012-08-15,2012,8,15,0.5,1.1,NA,NA,NA,21.00,NA,NA,NA,NA
Edasjön,55,SE663365-161779,6633334,662893,6633334,662893,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Uppsala län,Knivsta,WA97078589,WA97078589,278435,2012-10-09,2012,10,9,0.5,1.1,NA,NA,NA,100.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,22612,2010-03-14,2010,3,14,0.5,1.1,NA,NA,NA,58.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,22613,2010-05-24,2010,5,24,0.5,1.1,NA,NA,NA,92.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,22614,2010-08-10,2010,8,10,0.5,1.1,NA,NA,NA,34.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,22615,2010-10-14,2010,10,14,0.5,1.1,NA,NA,NA,41.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,22616,2011-02-16,2011,2,16,0.5,1.1,NA,NA,NA,43.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,22617,2011-05-13,2011,5,13,0.5,1.1,NA,NA,NA,69.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,6654684,536934,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,278811,2011-08-13,2011,8,13,0.5,1.1,NA,NA,NA,26.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,6654684,536934,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,278810,2011-10-23,2011,10,23,0.5,1.1,NA,NA,NA,50.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,6654684,536934,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,278440,2012-02-17,2012,2,17,0.5,1.1,NA,NA,NA,71.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,6654684,536934,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,278441,2012-05-17,2012,5,17,0.5,1.1,NA,NA,NA,62.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,6654684,536934,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,278442,2012-08-26,2012,8,26,0.5,1.1,NA,NA,NA,29.00,NA,NA,NA,NA
Mäsen,56,SE665654-149206,6654684,536934,6654684,536934,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA42018902,WA42018902,278439,2012-10-14,2012,10,14,0.5,1.1,NA,NA,NA,54.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22660,2010-03-14,2010,3,14,0.5,1.1,NA,NA,NA,200.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22661,2010-05-24,2010,5,24,0.5,1.1,NA,NA,NA,210.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22662,2010-08-11,2010,8,11,0.5,1.1,NA,NA,NA,120.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22663,2010-10-14,2010,10,14,0.5,1.1,NA,NA,NA,150.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22664,2011-02-16,2011,2,16,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,22665,2011-05-13,2011,5,13,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,6669695,540709,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,278813,2011-08-13,2011,8,13,0.5,1.1,NA,NA,NA,93.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,6669695,540709,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,278812,2011-10-23,2011,10,23,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,6669695,540709,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,278444,2012-02-17,2012,2,17,0.5,1.1,NA,NA,NA,180.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,6669695,540709,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,278445,2012-05-17,2012,5,17,0.5,1.1,NA,NA,NA,180.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,6669695,540709,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,278446,2012-08-26,2012,8,26,0.5,1.1,NA,NA,NA,130.00,NA,NA,NA,NA
Hällsjön,57,SE667151-149602,6669695,540709,6669695,540709,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Smedjebacken,WA23078743,WA23078743,278443,2012-10-14,2012,10,14,0.5,1.1,NA,NA,NA,170.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22708,2010-03-11,2010,3,11,0.5,1.1,NA,NA,NA,250.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22709,2010-05-31,2010,5,31,0.5,1.1,NA,NA,NA,200.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22710,2010-08-19,2010,8,19,0.5,1.1,NA,NA,NA,200.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22711,2010-10-25,2010,10,25,0.5,1.1,NA,NA,NA,250.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22712,2011-02-10,2011,2,10,0.5,1.1,NA,NA,NA,240.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,22713,2011-05-25,2011,5,25,0.5,1.1,NA,NA,NA,190.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,6724037,424887,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,278815,2011-08-17,2011,8,17,0.5,1.1,NA,NA,NA,200.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,6724037,424887,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,278814,2011-10-25,2011,10,25,0.5,1.1,NA,NA,NA,260.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,6724037,424887,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,278448,2012-02-22,2012,2,22,0.5,1.1,NA,NA,NA,240.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,6724037,424887,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,278449,2012-05-23,2012,5,23,0.5,1.1,NA,NA,NA,190.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,6724037,424887,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,278450,2012-08-15,2012,8,15,0.5,1.1,NA,NA,NA,210.00,NA,NA,NA,NA
Gipsjön,58,SE672729-138082,6724037,424887,6724037,424887,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Dalarnas län,Malung-Sälen,WA67930382,WA67930382,278447,2012-10-15,2012,10,15,0.5,1.1,NA,NA,NA,230.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,22774,2010-02-23,2010,2,23,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,22776,2010-05-06,2010,5,6,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,22777,2010-08-19,2010,8,19,0.5,1.1,NA,NA,NA,110.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,22779,2010-10-27,2010,10,27,0.5,1.1,NA,NA,NA,150.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,22780,2011-02-24,2011,2,24,0.5,1.1,NA,NA,NA,210.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,22782,2011-05-05,2011,5,5,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,6640666,407015,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,278817,2011-08-18,2011,8,18,0.5,1.1,NA,NA,NA,94.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,6640666,407015,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,278816,2011-10-25,2011,10,25,0.5,1.1,NA,NA,NA,140.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,6640666,407015,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,278451,2012-02-09,2012,2,9,0.5,1.1,NA,NA,NA,170.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,6640666,407015,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,278452,2012-05-30,2012,5,30,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,6640666,407015,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,278453,2012-08-16,2012,8,16,0.5,1.1,NA,NA,NA,130.00,NA,NA,NA,NA
Översjön,59,SE664410-136192,6640666,407015,6640666,407015,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Värmlands län,Sunne,WA79403718,NA,278456,2012-10-18,2012,10,18,5.0,5.1,NA,NA,NA,140.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23023,2010-02-08,2010,2,8,0.5,1.1,NA,NA,NA,180.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643740,2010-02-08,2010,2,8,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,205.00,78.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23026,2010-04-12,2010,4,12,0.5,1.1,NA,NA,NA,170.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643741,2010-04-12,2010,4,12,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. Termometer felvisande.,NA,NA,NA,167.00,64.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23029,2010-05-18,2010,5,18,0.5,1.1,NA,NA,NA,200.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643742,2010-05-18,2010,5,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,207.00,80.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23032,2010-06-14,2010,6,14,0.5,1.1,NA,NA,NA,190.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643743,2010-06-14,2010,6,14,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,189.00,61.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23035,2010-07-12,2010,7,12,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643744,2010-07-12,2010,7,12,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,155.00,53.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23038,2010-08-16,2010,8,16,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643745,2010-08-16,2010,8,16,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,161.00,44.00,NA
Remmarsjön,60,SE708619-162132,7085765,660807,NA,NA,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,Sjöar trendstationer,Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,23041,2010-09-13,2010,9,13,0.5,1.1,NA,NA,NA,160.00,NA,NA,NA,NA
Remmarsjön,60,SE708619-162132,7085765,660807,7085765,660807,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Västernorrlands län,Örnsköldsvik,WA79262932,WA79262932,643746,2010-09-13,2010,9,13,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,153.00,38.00,NA
