Lake,MD-MVM Id,EU id,Stationskoordinat N/X,Stationskoordinat E/Y,Provplatskoordinat N/X,Provplatskoordinat E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD C2,MS_CD C3,ProvId,Provdatum,Year,Month,Day,min_depth,max_depth,Undersökningstyp,Provkommentar,Al_filt,Al_ICPAES ,Al_ICPKJB,Al_NA,Al_NAD,Al_NI 
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631680,2011-06-21,2011,6,21,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,474.00,174.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631720,2011-06-21,2011,6,21,3.0,3.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,630.00,282.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631681,2011-08-23,2011,8,23,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,467.00,135.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631778,2011-08-23,2011,8,23,4.0,4.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,974.00,361.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631682,2011-09-20,2011,9,20,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,610.00,266.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631691,2011-09-20,2011,9,20,2.0,2.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,596.00,283.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631684,2012-04-10,2012,4,10,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,611.00,330.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631722,2012-04-10,2012,4,10,3.0,3.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,599.00,347.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631685,2012-05-22,2012,5,22,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,563.00,294.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631723,2012-05-22,2012,5,22,3.0,3.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,619.00,349.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631686,2012-06-26,2012,6,26,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,556.00,324.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631724,2012-06-26,2012,6,26,3.0,3.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,834.00,348.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631687,2012-07-10,2012,7,10,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,659.00,364.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631692,2012-07-10,2012,7,10,2.0,2.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,654.00,308.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631688,2012-08-14,2012,8,14,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,580.00,248.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631725,2012-08-14,2012,8,14,3.0,3.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,875.00,336.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631689,2012-09-26,2012,9,26,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,654.00,303.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631779,2012-09-26,2012,9,26,4.0,4.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,618.00,304.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631683,2012-10-23,2012,10,23,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,674.00,342.00,NA
Trehörningen,1906,SE656664-164238,6566642,688288,6566642,688288,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Stockholms län,Tyresö,WA38535539,WA38535539,631721,2012-10-23,2012,10,23,3.0,3.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. ITM. Stockholms Universitet,NA,NA,NA,679.00,343.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632471,2010-03-04,2010,3,4,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. Is,NA,NA,NA,369.00,137.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632585,2010-03-04,2010,3,4,7.5,8.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov. Is,NA,NA,NA,437.00,200.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632472,2010-04-20,2010,4,20,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,348.00,182.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632569,2010-04-20,2010,4,20,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,359.00,185.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632473,2010-05-19,2010,5,19,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,331.00,154.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632570,2010-05-19,2010,5,19,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,357.00,167.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632474,2010-06-15,2010,6,15,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,312.00,124.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632571,2010-06-15,2010,6,15,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,356.00,158.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632475,2010-07-21,2010,7,21,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,317.00,93.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632572,2010-07-21,2010,7,21,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,407.00,170.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632476,2010-08-12,2010,8,12,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,303.00,98.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632551,2010-08-12,2010,8,12,6.5,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,535.00,144.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632477,2010-09-15,2010,9,15,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,341.00,122.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632552,2010-09-15,2010,9,15,6.5,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,585.00,131.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632470,2010-10-14,2010,10,14,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,370.00,132.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632568,2010-10-14,2010,10,14,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,371.00,136.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632478,2011-02-16,2011,2,16,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,459.00,240.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632573,2011-02-16,2011,2,16,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,441.00,208.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632479,2011-04-14,2011,4,14,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,412.00,217.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632574,2011-04-14,2011,4,14,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,425.00,215.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632480,2011-05-18,2011,5,18,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,333.00,148.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632575,2011-05-18,2011,5,18,7.0,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,461.00,200.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632481,2011-06-15,2011,6,15,0.5,1.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,295.00,121.00,NA
Geten,1907,SE649314-149514,6491396,541988,6491396,541988,SWEREF 99 TM,Sjö,Sötvatten,NMÖ,IKEU (Integrerad KalkningsEffektUppföljning),Östergötlands län,Norrköping,NA,NA,632553,2011-06-15,2011,6,15,6.5,7.1,NA,Vid detta provtagningstillfälle har analys av vattenkemi utförts av institutionen för vatten och miljö. SLU. samt institutionen för miljövetenskap och analytisk kemi. Stockholms universitet. Proverna har olika ProvId i Miljödata MVM eftersom de är analyserade på olika lab. men om lokal. datum och provtagningsdjup överensstämmer härrör de från samma vattenprov.,NA,NA,NA,406.00,186.00,NA
